citrus fruit,semi-finished bread,margarine,ready soups
whole milk,butter milk,salt,sugar
sausage,pork,hamburger meat,citrus fruit
other vegetables,whole milk,bottled water,
shopping bags,,,
pork,whole milk,curd cheese,frozen vegetables
pork,soda,,
beef,hamburger meat,other vegetables,sliced cheese
sausage,chicken,tropical fruit,berries
whole milk,bottled beer,,
soda,,,
canned beer,,,
beef,berries,root vegetables,onions
frankfurter,finished products,chicken,other vegetables
other vegetables,,,
other vegetables,whole milk,curd,yogurt
root vegetables,whole milk,domestic eggs,female sanitary products
pip fruit,soda,bottled beer,canned beer
sausage,pork,tropical fruit,root vegetables
other vegetables,butter,soda,bottled beer
pork,,,
meat,whole milk,sliced cheese,brown bread
pork,other vegetables,whole milk,butter
dessert,rolls/buns,napkins,newspapers
other vegetables,cream cheese,margarine,canned vegetables
condensed milk,rolls/buns,brown bread,coffee
ice cream,brown bread,,
chicken,whole milk,frozen meals,domestic eggs
root vegetables,whole milk,condensed milk,frozen vegetables
frankfurter,chicken,beef,citrus fruit
hamburger meat,,,
UHT-milk,ice cream,bottled water,soda
frankfurter,sausage,chicken,citrus fruit
pastry,soda,,
other vegetables,rolls/buns,bottled beer,
onions,other vegetables,soda,fruit/vegetable juice
pastry,canned beer,male cosmetics,newspapers
citrus fruit,root vegetables,whole milk,yogurt
hamburger meat,,,
chicken,citrus fruit,root vegetables,other vegetables
whole milk,white bread,flour,sugar
chicken,whole milk,semi-finished bread,jam
shopping bags,,,
citrus fruit,root vegetables,margarine,misc. beverages
citrus fruit,root vegetables,herbs,other vegetables
chicken,yogurt,whipped/sour cream,frozen dessert
bottled beer,,,
specialty chocolate,,,
other vegetables,whole milk,yogurt,
pork,root vegetables,whole milk,UHT-milk
whole milk,,,
beef,tropical fruit,pip fruit,root vegetables
sausage,meat,tropical fruit,rolls/buns
root vegetables,herbs,other vegetables,whole milk
chicken,pip fruit,whole milk,rolls/buns
turkey,beef,other vegetables,whipped/sour cream
soda,,,
root vegetables,herbs,whole milk,butter
sausage,whole milk,semi-finished bread,flour
pastry,soda,canned beer,white wine
sausage,citrus fruit,pip fruit,whole milk
yogurt,rolls/buns,,
pip fruit,root vegetables,other vegetables,whole milk
sausage,whole milk,yogurt,hard cheese
ham,chicken,citrus fruit,other vegetables
meat,whole milk,dessert,soft cheese
other vegetables,butter,fruit/vegetable juice,salty snack
meat,chicken,citrus fruit,other vegetables
rolls/buns,,,
chicken,hamburger meat,grapes,other vegetables
sausage,root vegetables,whole milk,yogurt
canned beer,,,
yogurt,,,
chicken,hamburger meat,other vegetables,frozen vegetables
hamburger meat,shopping bags,,
whole milk,curd,pastry,
frankfurter,pip fruit,whole milk,soda
newspapers,,,
whole milk,mayonnaise,soda,newspapers
rolls/buns,canned beer,,
other vegetables,whole milk,yogurt,whipped/sour cream
sausage,butter,,
sausage,tropical fruit,root vegetables,other vegetables
canned beer,,,
tropical fruit,berries,root vegetables,other vegetables
condensed milk,soda,,
margarine,long life bakery product,candles,
whole milk,pet care,,
yogurt,bottled water,canned beer,napkins
processed cheese,rolls/buns,soda,flower (seeds)
grapes,rolls/buns,pastry,bottled beer
canned beer,,,
soda,,,
whole milk,rolls/buns,newspapers,
sausage,other vegetables,whole milk,yogurt
pork,beverages,white bread,
pork,pip fruit,root vegetables,curd
turkey,beef,semi-finished bread,
other vegetables,napkins,,
whipped/sour cream,,,
hard cheese,salt,canned vegetables,
pork,hamburger meat,other vegetables,whole milk
citrus fruit,berries,curd,yogurt
sausage,potted plants,,
citrus fruit,other vegetables,frozen meals,domestic eggs
other vegetables,curd cheese,,
Instant food products,long life bakery product,specialty chocolate,cling film/bags
sausage,root vegetables,ice cream,white bread
frankfurter,pip fruit,hard cheese,bottled water
chicken,flower (seeds),,
other vegetables,newspapers,,
chicken,turkey,citrus fruit,tropical fruit
chicken,other vegetables,dessert,soda
ham,tropical fruit,butter,cream cheese
pip fruit,whole milk,yogurt,specialty cheese
sausage,chicken,pork,root vegetables
ham,beef,other vegetables,yogurt
other vegetables,,,
sausage,citrus fruit,other vegetables,
tropical fruit,other vegetables,whole milk,dessert
ham,tropical fruit,newspapers,
tropical fruit,rolls/buns,chocolate,chocolate marshmallow
canned beer,,,
sugar,white wine,newspapers,
bottled water,soda,,
whole milk,yogurt,bottled beer,
pip fruit,other vegetables,butter milk,specialty cheese
rolls/buns,coffee,salty snack,long life bakery product
whole milk,whipped/sour cream,domestic eggs,bottled water
hamburger meat,berries,other vegetables,
soda,candy,,
whipped/sour cream,long life bakery product,napkins,potted plants
organic sausage,other vegetables,liquor (appetizer),red/blush wine
onions,other vegetables,,
sausage,chicken,pork,other vegetables
sausage,beef,citrus fruit,tropical fruit
root vegetables,other vegetables,whole milk,pastry
root vegetables,other vegetables,butter,rolls/buns
pork,onions,other vegetables,butter
whole milk,curd,soda,light bulbs
ham,organic sausage,tropical fruit,pip fruit
frankfurter,meat,beef,other vegetables
UHT-milk,bottled water,chewing gum,cling film/bags
frozen vegetables,soda,,
pip fruit,frozen meals,ice cream,fruit/vegetable juice
tropical fruit,root vegetables,domestic eggs,
meat,organic sausage,citrus fruit,whole milk
other vegetables,white bread,soda,bottled beer
root vegetables,other vegetables,sparkling wine,popcorn
liqueur,,,
soda,,,
margarine,soda,,
frankfurter,beef,pip fruit,root vegetables
sugar,,,
sausage,tropical fruit,butter milk,spread cheese
chicken,root vegetables,other vegetables,whipped/sour cream
domestic eggs,pastry,,
condensed milk,pastry,female sanitary products,shopping bags
canned beer,shopping bags,,
frankfurter,meat,pork,citrus fruit
pork,tropical fruit,yogurt,sugar
whole milk,,,
tropical fruit,whole milk,beverages,rolls/buns
pork,tropical fruit,yogurt,white bread
root vegetables,other vegetables,specialty chocolate,
citrus fruit,soda,misc. beverages,
house keeping products,,,
pip fruit,,,
ham,pip fruit,yogurt,frozen meals
waffles,newspapers,,
beverages,UHT-milk,zwieback,misc. beverages
beverages,,,
citrus fruit,pip fruit,berries,frozen fish
ice cream,white bread,red/blush wine,salty snack
salty snack,chocolate,,
rolls/buns,,,
white bread,brown bread,,
tropical fruit,pip fruit,berries,ice cream
chocolate,,,
whole milk,frozen vegetables,pastry,cleaner
yogurt,,,
coffee,red/blush wine,,
soda,,,
butter milk,hard cheese,instant coffee,
pork,root vegetables,other vegetables,pastry
condensed milk,tidbits,rolls/buns,coffee
sugar,coffee,,
frankfurter,sausage,onions,other vegetables
sausage,packaged fruit/vegetables,yogurt,rolls/buns
bottled water,,,
sausage,beef,tropical fruit,root vegetables
salty snack,,,
light bulbs,,,
onions,whole milk,canned beer,hygiene articles
tropical fruit,whole milk,yogurt,ice cream
soups,canned vegetables,,
whole milk,,,
bottled water,soda,female sanitary products,
other vegetables,whole milk,brown bread,
soda,bottled beer,liquor,
frankfurter,other vegetables,,
domestic eggs,pastry,hygiene articles,
curd cheese,bottled beer,,
butter,hard cheese,white bread,chocolate
whole milk,cream cheese,roll products,napkins
pastry,,,
tropical fruit,oil,,
misc. beverages,canned beer,,
other vegetables,,,
root vegetables,bottled beer,chocolate,
ham,tropical fruit,dog food,soda
rolls/buns,,,
pastry,soda,,
fruit/vegetable juice,,,
chewing gum,,,
sausage,root vegetables,packaged fruit/vegetables,yogurt
other vegetables,condensed milk,coffee,detergent
whole milk,pastry,,
root vegetables,onions,other vegetables,whole milk
ice cream,,,
canned beer,,,
tropical fruit,other vegetables,yogurt,chewing gum
citrus fruit,other vegetables,packaged fruit/vegetables,yogurt
specialty chocolate,photo/film,,
candy,,,
margarine,pickled vegetables,coffee,bottled beer
other vegetables,frozen meals,domestic eggs,
tropical fruit,other vegetables,newspapers,
tropical fruit,other vegetables,yogurt,
specialty chocolate,,,
frankfurter,sausage,tropical fruit,whole milk
misc. beverages,waffles,candy,
tropical fruit,grapes,other vegetables,curd
ham,whole milk,white bread,bottled beer
other vegetables,soft cheese,frozen meals,brown bread
tropical fruit,root vegetables,other vegetables,curd
canned beer,,,
beef,,,
hamburger meat,whole milk,coffee,
whole milk,dessert,beverages,detergent
finished products,beef,citrus fruit,yogurt
other vegetables,yogurt,white bread,
citrus fruit,other vegetables,UHT-milk,rolls/buns
sausage,other vegetables,rolls/buns,fruit/vegetable juice
sausage,yogurt,rolls/buns,
pork,newspapers,,
berries,other vegetables,yogurt,margarine
sausage,pip fruit,processed cheese,frozen meals
berries,pastry,sugar,soda
sausage,liver loaf,ham,pip fruit
pasta,,,
other vegetables,chocolate marshmallow,,
sausage,beef,hamburger meat,other vegetables
other vegetables,curd,soups,pudding powder
frankfurter,sausage,pork,pip fruit
sausage,,,
UHT-milk,brown bread,mustard,coffee
whole milk,butter,,
misc. beverages,napkins,,
liver loaf,dessert,domestic eggs,soda
pet care,bottled water,soda,liquor (appetizer)
whole milk,whipped/sour cream,cream cheese,soda
chicken,other vegetables,,
dessert,long life bakery product,,
pork,beef,soda,canned beer
beef,root vegetables,packaged fruit/vegetables,whole milk
soda,soap,,
pet care,coffee,bottled beer,
root vegetables,whipped/sour cream,,
tropical fruit,pip fruit,whole milk,yogurt
chicken,root vegetables,other vegetables,whole milk
soda,misc. beverages,,
chicken,root vegetables,,
tropical fruit,yogurt,beverages,UHT-milk
beverages,specialty bar,,
onions,,,
whole milk,bottled beer,rum,
chicken,soda,,
tropical fruit,yogurt,frozen dessert,domestic eggs
citrus fruit,bottled water,dishes,
semi-finished bread,bottled beer,liquor,
tropical fruit,other vegetables,curd,dessert
hamburger meat,citrus fruit,tropical fruit,whole milk
sausage,hamburger meat,whole milk,dessert
tropical fruit,other vegetables,pastry,long life bakery product
curd,,,
tropical fruit,yogurt,rolls/buns,
tropical fruit,other vegetables,pickled vegetables,
whole milk,whipped/sour cream,pastry,salty snack
zwieback,,,
cream cheese,spread cheese,,
rolls/buns,specialty bar,,
meat,tropical fruit,other vegetables,candy
brown bread,sauces,pet care,
soda,,,
UHT-milk,brown bread,coffee,shopping bags
frankfurter,organic sausage,whole milk,chewing gum
meat,chicken,root vegetables,other vegetables
whole milk,,,
sausage,hamburger meat,packaged fruit/vegetables,whole milk
herbs,other vegetables,sliced cheese,cream cheese
whole milk,butter milk,,
other vegetables,,,
brown bread,jam,fruit/vegetable juice,
whipped/sour cream,,,
other vegetables,baking powder,napkins,
pork,tropical fruit,whole milk,rolls/buns
flower soil/fertilizer,,,
whole milk,bottled water,,
grapes,root vegetables,whole milk,curd
liver loaf,pork,citrus fruit,other vegetables
rolls/buns,,,
citrus fruit,tropical fruit,onions,whole milk
sausage,whole milk,,
pastry,jam,,
beverages,bottled water,long life bakery product,
beverages,brown bread,pastry,soda
other vegetables,whole milk,brown bread,cat food
tropical fruit,packaged fruit/vegetables,sliced cheese,
beef,root vegetables,white bread,soda
frozen dessert,margarine,canned fruit,soda
soda,,,
pork,specialty vegetables,bottled water,soda
rolls/buns,bottled water,dental care,shopping bags
domestic eggs,salty snack,popcorn,napkins
whole milk,jam,canned fish,waffles
candy,,,
pork,other vegetables,curd,whipped/sour cream
frankfurter,meat,pip fruit,ice cream
ham,UHT-milk,,
salty snack,,,
whole milk,cake bar,,
canned beer,,,
newspapers,,,
hard cheese,rolls/buns,sugar,candy
tropical fruit,root vegetables,whole milk,butter
yogurt,margarine,fruit/vegetable juice,shopping bags
tropical fruit,whole milk,processed cheese,brown bread
whole milk,yogurt,,
ice cream,canned beer,,
bottled beer,,,
citrus fruit,newspapers,,
hamburger meat,citrus fruit,whole milk,butter
frozen fish,sugar,cake bar,chocolate marshmallow
frozen vegetables,,,
tropical fruit,whole milk,soda,red/blush wine
citrus fruit,onions,yogurt,sliced cheese
sausage,other vegetables,curd,yogurt
whipped/sour cream,frozen vegetables,hygiene articles,
sausage,packaged fruit/vegetables,whole milk,dessert
yogurt,beverages,frozen meals,long life bakery product
pastry,soda,,
pork,white bread,make up remover,napkins
curd,dog food,bottled beer,
sausage,rolls/buns,soda,
sausage,rolls/buns,fruit/vegetable juice,
berries,pastry,seasonal products,shopping bags
root vegetables,herbs,other vegetables,candy
rolls/buns,,,
domestic eggs,soda,cake bar,
tidbits,rolls/buns,instant coffee,soda
curd,rolls/buns,long life bakery product,
hygiene articles,,,
spread cheese,rolls/buns,canned fish,
berries,yogurt,misc. beverages,canned beer
coffee,soda,,
other vegetables,whole milk,rolls/buns,
frankfurter,other vegetables,whole milk,coffee
sausage,citrus fruit,whole milk,pastry
ice cream,,,
frankfurter,soft cheese,rolls/buns,canned beer
dessert,fruit/vegetable juice,long life bakery product,waffles
ham,,,
semi-finished bread,long life bakery product,waffles,detergent
whole milk,whipped/sour cream,,
root vegetables,yogurt,cat food,coffee
beef,rolls/buns,canned beer,napkins
citrus fruit,pip fruit,white bread,brown bread
citrus fruit,,,
bottled water,,,
pork,other vegetables,whole milk,yogurt
frankfurter,whole milk,mustard,chewing gum
berries,root vegetables,whole milk,
bottled beer,liquor,,
ham,yogurt,cling film/bags,
whole milk,margarine,,
coffee,,,
chicken,beef,tropical fruit,berries
frankfurter,rolls/buns,chocolate,
beef,butter,,
canned beer,,,
rolls/buns,,,
whole milk,soda,,
pip fruit,whole milk,,
soda,,,
bottled beer,,,
frankfurter,rolls/buns,soda,specialty bar
sausage,,,
other vegetables,,,
soda,seasonal products,,
onions,whole milk,domestic eggs,sugar
root vegetables,other vegetables,yogurt,processed cheese
other vegetables,,,
chewing gum,specialty chocolate,,
fruit/vegetable juice,,,
pork,berries,onions,
dessert,spread cheese,pastry,soda
flour,sugar,,
tropical fruit,pip fruit,whole milk,flower soil/fertilizer
pip fruit,berries,yogurt,
yogurt,margarine,,
ice cream,,,
pastry,,,
whole milk,cereals,,
citrus fruit,packaged fruit/vegetables,yogurt,white wine
onions,whipped/sour cream,coffee,fruit/vegetable juice
berries,butter,domestic eggs,soda
tropical fruit,,,
bottled water,white wine,,
whole milk,margarine,,
UHT-milk,,,
pork,whole milk,white bread,pastry
pastry,soda,,
other vegetables,whole milk,hard cheese,long life bakery product
frozen meals,soda,,
root vegetables,whole milk,curd,
soda,,,
chicken,root vegetables,herbs,other vegetables
dessert,frozen meals,soda,seasonal products
sausage,specialty bar,,
other vegetables,whole milk,yogurt,beverages
soda,fruit/vegetable juice,,
beef,cat food,newspapers,
berries,packaged fruit/vegetables,yogurt,rolls/buns
ham,whole milk,rolls/buns,bottled water
citrus fruit,whipped/sour cream,,
berries,whipped/sour cream,domestic eggs,
meat,chicken,other vegetables,whole milk
coffee,soda,canned beer,
long life bakery product,,,
whole milk,beverages,brown bread,pastry
root vegetables,whole milk,yogurt,brown bread
pork,root vegetables,rice,sparkling wine
yogurt,domestic eggs,,
soda,,,
frankfurter,sausage,brown bread,canned fish
photo/film,,,
tropical fruit,dessert,soft cheese,brown bread
chicken,yogurt,cream cheese,specialty cheese
soda,bottled beer,shopping bags,
sausage,whole milk,canned beer,
citrus fruit,root vegetables,other vegetables,ice cream
pastry,,,
root vegetables,whole milk,butter,rice
hard cheese,pasta,canned vegetables,canned fish
curd,flour,canned beer,
berries,whipped/sour cream,coffee,bottled water
cat food,canned beer,specialty chocolate,hygiene articles
bottled water,,,
soda,nut snack,flower (seeds),
fruit/vegetable juice,hygiene articles,napkins,
brown bread,,,
citrus fruit,root vegetables,whole milk,curd
whipped/sour cream,frozen vegetables,newspapers,
yogurt,sliced cheese,frozen meals,
chicken,other vegetables,,
photo/film,,,
sausage,citrus fruit,tropical fruit,pip fruit
tropical fruit,mustard,sauces,
whole milk,margarine,soda,napkins
butter,curd,,
citrus fruit,tropical fruit,pip fruit,UHT-milk
pork,,,
frozen fish,,,
beef,,,
other vegetables,UHT-milk,canned vegetables,bottled water
chicken,packaged fruit/vegetables,butter,condensed milk
beverages,,,
pork,,,
candy,photo/film,,
whole milk,,,
other vegetables,frozen vegetables,domestic eggs,soda
coffee,,,
sausage,hamburger meat,tropical fruit,pip fruit
bottled beer,,,
soda,canned beer,chocolate,
frankfurter,hamburger meat,beverages,shopping bags
whipped/sour cream,brown bread,,
tropical fruit,whole milk,candles,
sausage,tropical fruit,,
rolls/buns,specialty chocolate,,
other vegetables,whole milk,frozen potato products,brown bread
citrus fruit,other vegetables,dessert,whipped/sour cream
pastry,soda,,
citrus fruit,yogurt,canned fruit,
pet care,,,
butter,cream cheese,frozen vegetables,soda
citrus fruit,tropical fruit,onions,packaged fruit/vegetables
whole milk,bottled beer,,
pork,,,
ham,pork,whole milk,yogurt
soda,snack products,detergent,
tropical fruit,yogurt,soda,newspapers
ham,root vegetables,onions,herbs
sausage,misc. beverages,canned beer,waffles
dishes,,,
other vegetables,rolls/buns,white wine,
semi-finished bread,bottled beer,liquor,candy
sausage,tropical fruit,root vegetables,other vegetables
citrus fruit,rolls/buns,specialty bar,
bottled beer,,,
soda,misc. beverages,candy,
pastry,long life bakery product,waffles,napkins
bottled beer,,,
specialty chocolate,,,
soda,fruit/vegetable juice,,
misc. beverages,,,
seasonal products,,,
citrus fruit,butter,yogurt,cat food
yogurt,specialty bar,,
meat,beef,root vegetables,other vegetables
frankfurter,tropical fruit,whole milk,cream cheese
frankfurter,onions,pickled vegetables,
packaged fruit/vegetables,,,
root vegetables,yogurt,whipped/sour cream,beverages
pastry,,,
frankfurter,packaged fruit/vegetables,soft cheese,soda
whole milk,butter,brown bread,pastry
citrus fruit,tropical fruit,prosecco,
beef,whole milk,white bread,
frankfurter,sausage,root vegetables,other vegetables
pork,hamburger meat,citrus fruit,butter
sausage,tropical fruit,root vegetables,other vegetables
whipped/sour cream,ice cream,rolls/buns,semi-finished bread
coffee,,,
sausage,citrus fruit,tropical fruit,curd
tropical fruit,pip fruit,,
pork,tropical fruit,pip fruit,processed cheese
pork,citrus fruit,dessert,whipped/sour cream
other vegetables,,,
chicken,tropical fruit,yogurt,
ham,beef,tropical fruit,whole milk
root vegetables,herbs,,
tropical fruit,onions,other vegetables,whole milk
soda,,,
whole milk,,,
whole milk,yogurt,hard cheese,cream cheese
bottled beer,,,
brown bread,,,
bottled beer,,,
dessert,canned beer,,
sausage,whole milk,cream cheese,brown bread
meat,rolls/buns,,
pip fruit,yogurt,pastry,baking powder
beef,citrus fruit,pip fruit,yogurt
root vegetables,other vegetables,white bread,sparkling wine
dessert,bottled beer,candy,
dessert,pastry,canned beer,
other vegetables,whole milk,yogurt,bottled water
beverages,cat food,dish cleaner,napkins
frankfurter,citrus fruit,grapes,rolls/buns
citrus fruit,grapes,whipped/sour cream,flour
pastry,cake bar,,
yogurt,bottled water,syrup,specialty bar
whole milk,brown bread,soda,
sausage,pork,citrus fruit,bottled water
pip fruit,other vegetables,frozen meals,
sausage,white bread,,
bottled water,,,
meat,root vegetables,whole milk,butter
finished products,,,
other vegetables,,,
domestic eggs,,,
soda,,,
chicken,citrus fruit,tropical fruit,pip fruit
sausage,coffee,canned beer,liquor
soda,specialty bar,,
whole milk,semi-finished bread,zwieback,soda
rolls/buns,,,
canned beer,,,
bottled beer,,,
citrus fruit,whole milk,yogurt,domestic eggs
napkins,,,
beef,tropical fruit,whole milk,beverages
canned beer,,,
ham,root vegetables,whole milk,butter
frankfurter,meat,pork,beef
yogurt,soft cheese,rolls/buns,specialty bar
turkey,beef,root vegetables,whole milk
whole milk,,,
yogurt,sugar,baking powder,fruit/vegetable juice
chicken,other vegetables,whole milk,frozen vegetables
whole milk,domestic eggs,bottled water,soda
sausage,pork,other vegetables,whole milk
chicken,bottled water,,
citrus fruit,berries,other vegetables,whole milk
tropical fruit,other vegetables,yogurt,
rolls/buns,,,
UHT-milk,hygiene articles,napkins,cling film/bags
candy,,,
pip fruit,bottled water,white wine,newspapers
whole milk,yogurt,mustard,bottled water
coffee,shopping bags,,
sausage,meat,brown bread,bottled water
citrus fruit,other vegetables,canned fish,bottled water
rolls/buns,,,
whole milk,yogurt,coffee,
whipped/sour cream,rolls/buns,,
citrus fruit,tropical fruit,white bread,fruit/vegetable juice
butter milk,salt,vinegar,cat food
frankfurter,beef,other vegetables,whole milk
frankfurter,butter milk,rolls/buns,coffee
beef,tropical fruit,onions,whole milk
chicken,root vegetables,margarine,bottled water
canned beer,,,
sausage,liver loaf,whole milk,cream cheese
specialty bar,,,
bottled water,,,
chicken,other vegetables,oil,
whole milk,newspapers,,
sausage,meat,tropical fruit,other vegetables
canned beer,,,
rolls/buns,,,
bottled water,soda,misc. beverages,flower soil/fertilizer
soda,,,
chicken,citrus fruit,root vegetables,butter
beverages,rolls/buns,,
nuts/prunes,,,
rolls/buns,,,
other vegetables,curd,yogurt,shopping bags
packaged fruit/vegetables,frozen fish,napkins,
sausage,rolls/buns,newspapers,
pip fruit,whole milk,yogurt,pastry
soda,napkins,,
liver loaf,rolls/buns,soda,
pork,berries,sugar,candy
chicken,packaged fruit/vegetables,frozen vegetables,frozen meals
tropical fruit,whole milk,butter milk,brown bread
flower soil/fertilizer,,,
meat,butter,pastry,soda
sausage,hamburger meat,tropical fruit,whole milk
citrus fruit,other vegetables,whole milk,domestic eggs
beef,other vegetables,whole milk,yogurt
whole milk,,,
whipped/sour cream,domestic eggs,salt,sugar
chicken,whole milk,,
chicken,hamburger meat,onions,frozen meals
bottled water,soda,,
pork,hygiene articles,,
ice cream,brown bread,bottled water,soda
ham,other vegetables,frozen meals,pasta
butter milk,whipped/sour cream,dog food,coffee
frankfurter,,,
pork,brown bread,bottled water,soda
sausage,pork,tropical fruit,other vegetables
berries,other vegetables,curd,brown bread
sausage,citrus fruit,yogurt,detergent
whole milk,,,
other vegetables,rolls/buns,,
sausage,other vegetables,rolls/buns,canned beer
rolls/buns,bottled water,canned beer,newspapers
yogurt,,,
root vegetables,packaged fruit/vegetables,pastry,
rolls/buns,soda,,
herbs,packaged fruit/vegetables,,
other vegetables,whole milk,pastry,waffles
pip fruit,whole milk,curd,yogurt
pork,root vegetables,other vegetables,
soda,,,
onions,other vegetables,UHT-milk,condensed milk
other vegetables,,,
hamburger meat,tropical fruit,pip fruit,grapes
rum,,,
shopping bags,,,
other vegetables,whole milk,,
beef,citrus fruit,rice,dog food
root vegetables,,,
frankfurter,,,
frankfurter,other vegetables,whole milk,curd
ice cream,frozen dessert,,
pastry,soda,,
chicken,,,
baking powder,soda,shopping bags,
berries,other vegetables,,
pet care,,,
misc. beverages,,,
sausage,beef,pip fruit,whole milk
whipped/sour cream,,,
rolls/buns,soda,,
fish,coffee,,
tropical fruit,onions,,
other vegetables,butter milk,cream cheese,rolls/buns
ham,processed cheese,rolls/buns,
meat,chicken,pork,packaged fruit/vegetables
margarine,flower (seeds),,
sausage,rolls/buns,specialty chocolate,
citrus fruit,tropical fruit,butter milk,yogurt
sausage,sliced cheese,canned beer,
sausage,rolls/buns,fruit/vegetable juice,
other vegetables,rolls/buns,soda,
meat,other vegetables,pickled vegetables,coffee
soda,specialty bar,,
sausage,pip fruit,other vegetables,coffee
pip fruit,soft cheese,,
tropical fruit,margarine,,
other vegetables,butter milk,rolls/buns,meat spreads
pastry,soda,,
frankfurter,rolls/buns,soda,
domestic eggs,rolls/buns,,
rolls/buns,canned fish,,
citrus fruit,pip fruit,berries,coffee
domestic eggs,soda,hygiene articles,
citrus fruit,instant coffee,fruit/vegetable juice,canned beer
citrus fruit,butter,,
sausage,rolls/buns,soda,
ice cream,brown bread,,
citrus fruit,other vegetables,hard cheese,spices
pip fruit,whole milk,newspapers,
citrus fruit,whole milk,domestic eggs,pastry
brown bread,bottled beer,,
sausage,bottled water,,
canned beer,,,
sausage,other vegetables,butter,pastry
canned beer,,,
soda,soap,,
citrus fruit,other vegetables,mayonnaise,frozen vegetables
sausage,meat,whole milk,rolls/buns
other vegetables,snack products,,
beef,root vegetables,,
meat,turkey,onions,other vegetables
canned beer,,,
ice cream,,,
soda,,,
whole milk,,,
pastry,canned fish,salty snack,waffles
whipped/sour cream,curd cheese,specialty chocolate,abrasive cleaner
chocolate,,,
pork,root vegetables,beverages,white bread
rolls/buns,,,
frankfurter,whole milk,yogurt,tidbits
salty snack,newspapers,photo/film,
photo/film,,,
photo/film,,,
soda,canned beer,,
bottled beer,canned beer,,
frozen meals,soda,,
citrus fruit,dessert,seasonal products,
domestic eggs,brown bread,fruit/vegetable juice,waffles
tropical fruit,yogurt,bottled water,soda
seasonal products,,,
grapes,whole milk,ice cream,bottled water
shopping bags,,,
semi-finished bread,,,
tropical fruit,butter milk,domestic eggs,rolls/buns
seasonal products,,,
salty snack,specialty bar,napkins,newspapers
citrus fruit,specialty bar,,
rolls/buns,canned beer,shopping bags,
ice cream,soda,,
sausage,rolls/buns,,
yogurt,soda,,
pastry,soda,specialty bar,
hamburger meat,other vegetables,rolls/buns,instant coffee
onions,other vegetables,specialty cheese,bottled water
whipped/sour cream,frozen vegetables,,
newspapers,,,
other vegetables,roll products,bottled water,bottled beer
liver loaf,whole milk,yogurt,frozen potato products
rolls/buns,pasta,bottled beer,
fish,other vegetables,white bread,soda
canned beer,shopping bags,,
bottled beer,newspapers,,
frozen meals,,,
potted plants,shopping bags,,
pork,tropical fruit,waffles,newspapers
berries,salty snack,nut snack,
sausage,beef,root vegetables,other vegetables
white bread,semi-finished bread,soda,
shopping bags,,,
cream cheese,rolls/buns,soda,chewing gum
berries,soda,,
tropical fruit,,,
frozen meals,,,
ice cream,kitchen towels,,
frankfurter,rolls/buns,chocolate,
rolls/buns,,,
fruit/vegetable juice,chocolate,,
beverages,cream cheese,rolls/buns,
berries,whole milk,whipped/sour cream,beverages
fruit/vegetable juice,,,
sausage,soda,bottled beer,liquor
tropical fruit,soda,,
soda,,,
finished products,cream cheese,bottled water,specialty bar
salt,,,
berries,yogurt,beverages,UHT-milk
potato products,,,
ham,rolls/buns,bottled beer,
specialty chocolate,newspapers,,
whole milk,whipped/sour cream,potted plants,
pastry,,,
frankfurter,sausage,tropical fruit,pip fruit
grapes,berries,pet care,potted plants
potted plants,,,
other vegetables,whole milk,curd,
root vegetables,other vegetables,,
soda,,,
bottled beer,,,
rolls/buns,misc. beverages,,
grapes,berries,root vegetables,other vegetables
tropical fruit,dessert,UHT-milk,cream cheese
citrus fruit,coffee,,
chicken,whole milk,,
citrus fruit,tropical fruit,root vegetables,other vegetables
cleaner,,,
canned beer,,,
misc. beverages,,,
soap,napkins,,
specialty chocolate,,,
pip fruit,whole milk,frozen vegetables,napkins
other vegetables,whole milk,pastry,margarine
pork,curd cheese,rolls/buns,
pork,herbs,whole milk,yogurt
cereals,pet care,salty snack,shopping bags
tropical fruit,,,
sparkling wine,,,
other vegetables,dessert,canned beer,chewing gum
dish cleaner,,,
tropical fruit,yogurt,rolls/buns,waffles
pork,butter,soda,hygiene articles
pork,beef,grapes,other vegetables
frankfurter,beef,grapes,root vegetables
rolls/buns,bottled water,bottled beer,
yogurt,long life bakery product,,
packaged fruit/vegetables,soda,napkins,
sausage,berries,packaged fruit/vegetables,specialty fat
tropical fruit,other vegetables,whole milk,dessert
cream cheese,rolls/buns,,
curd,rolls/buns,,
whole milk,beverages,,
whole milk,,,
other vegetables,,,
sausage,beef,root vegetables,whole milk
butter,white bread,,
tropical fruit,other vegetables,frozen vegetables,white bread
hamburger meat,,,
chicken,citrus fruit,tropical fruit,grapes
cooking chocolate,female sanitary products,,
zwieback,long life bakery product,,
cream cheese,specialty chocolate,,
sausage,,,
zwieback,,,
waffles,,,
yogurt,pastry,soups,detergent
meat,other vegetables,curd,sliced cheese
sausage,,,
turkey,citrus fruit,tropical fruit,pip fruit
citrus fruit,pip fruit,UHT-milk,pet care
berries,whole milk,butter,whipped/sour cream
canned beer,specialty bar,,
whole milk,cake bar,,
whole milk,,,
berries,other vegetables,butter milk,yogurt
hamburger meat,rice,soups,sauces
liquor,chocolate marshmallow,,
chocolate,,,
sausage,rolls/buns,chocolate,
domestic eggs,chocolate marshmallow,newspapers,
chicken,frozen vegetables,frozen dessert,bottled water
sausage,chicken,tropical fruit,grapes
butter milk,coffee,,
